,P[Y=1],P[Y=2],P[Y=3],P[Y=4],P[Y=5],P[Y=6],P[Y=7],y_hat,y_avg,y_obs,residual1,residual2
mfo,0.916002923,0.069403308,0.010897327,0.002854317,0.00081164,2.87E-05,1.78E-06,1,1.103161676,1,-0.103161676,0
mfq,0.966367875,0.029390066,0.003367536,0.000710533,0.000159897,3.91E-06,1.82E-07,1,1.038916972,1,-0.038916972,0
mfr,0.028914226,0.107903352,0.138414225,0.171166742,0.321930895,0.144748595,0.086921966,5,4.431230373,5,0.568769627,0
mfu,0.974089126,0.0229026,0.002420076,0.000483268,0.000102548,2.28E-06,9.88E-08,1,1.029614756,1,-0.029614756,0
mfv,0.95361623,0.039874154,0.005072634,0.001149552,0.000279316,7.72E-06,3.95E-07,1,1.054626306,1,-0.054626306,0
mfw,0.008262242,0.0471102,0.080906713,0.126470841,0.329459308,0.212849654,0.194941043,5,5.140067909,7,1.859932091,2
mfx,0.821033504,0.136393452,0.029337891,0.009570959,0.003471332,0.000178045,1.48E-05,1,1.238646566,1,-0.238646566,0
mfy,0.525405982,0.281347032,0.106909213,0.052409389,0.030399211,0.003080178,0.000448995,1,1.792085327,1,-0.792085327,0
mgb,0.877329822,0.097905619,0.017850012,0.005186569,0.001653287,6.97E-05,4.96E-06,1,1.156156917,1,-0.156156917,0
mgc,0.723454062,0.195098312,0.052272943,0.019922393,0.008619088,0.000574164,5.90E-05,1,1.397112779,1,-0.397112779,0
mgd,0.974334987,0.022694121,0.002391102,0.000476544,0.00010091,2.24E-06,9.67E-08,1,1.02932137,1,-0.02932137,0
mge,0.808418584,0.144550508,0.032103606,0.010711927,0.003984864,0.000212298,1.82E-05,1,1.25800373,1,-0.25800373,0
mgf,0.203461495,0.285746815,0.191832017,0.143526378,0.13958436,0.02825004,0.007598895,2,2.845170993,2,-0.845170993,0
mgg,0.945406617,0.046487784,0.006250411,0.001471205,0.000372413,1.10E-05,5.90E-07,1,1.064950313,1,-0.064950313,0
mgh,0.993644265,0.005861905,0.000419015,6.43E-05,1.03E-05,1.47E-07,4.50E-09,1,1.006935035,1,-0.006935035,0
mgi,0.918797558,0.067273983,0.01042967,0.002707936,0.000762653,2.66E-05,1.63E-06,1,1.099450374,1,-0.099450374,0
mgj,0.821364992,0.136176826,0.029266099,0.009541759,0.00345839,0.0001772,1.47E-05,1,1.238142266,1,-0.238142266,0
mgk,0.407951061,0.307522797,0.141565453,0.079879466,0.054828291,0.007006199,0.001246734,1,2.09211666,2,-0.09211666,1
mgl,0.814814795,0.140435697,0.030693165,0.010126167,0.003719339,0.000194412,1.64E-05,1,1.248148499,1,-0.248148499,0
mgm,0.820277254,0.136887219,0.029501849,0.009637724,0.003500963,0.000179983,1.50E-05,1,1.239797896,1,-0.239797896,0
mgn,0.937142026,0.053046566,0.007492337,0.001824236,0.000479032,1.50E-05,8.42E-07,1,1.075499933,1,-0.075499933,0
mgo,0.962448573,0.032641403,0.003874208,0.000837313,0.000193339,4.93E-06,2.37E-07,1,1.04370117,1,-0.04370117,0
mgp,0.948528595,0.043984624,0.005795686,0.001345414,0.00033551,9.66E-06,5.10E-07,1,1.061005643,2,0.938994357,1
mgq,0.904988654,0.077701484,0.012788604,0.003460751,0.001019913,3.81E-05,2.47E-06,1,1.117946036,1,-0.117946036,0
mgr,0.982027973,0.01610518,0.001526812,0.000283293,5.56E-05,1.09E-06,4.29E-08,1,1.020236829,1,-0.020236829,0
mgs,0.920837455,0.065713506,0.010091544,0.002603023,0.00072787,2.51E-05,1.52E-06,1,1.096751679,1,-0.096751679,0
mgt,0.665841817,0.224945584,0.067253469,0.02772202,0.013126028,0.000996915,0.000114167,1,1.500792269,1,-0.500792269,0
mgu,0.867001896,0.105226131,0.019845003,0.005904019,0.001931918,8.48E-05,6.23E-06,1,1.170817264,1,-0.170817264,0
mgv,0.982625642,0.015587585,0.001463391,0.000269741,5.26E-05,1.02E-06,3.98E-08,1,1.019539254,1,-0.019539254,0
mgw,0.839704751,0.124009148,0.025367155,0.007988601,0.002785078,0.000134588,1.07E-05,1,1.210586587,1,-0.210586587,0
mgy,0.779261838,0.162759315,0.038735491,0.013571572,0.005334922,0.000308573,2.83E-05,1,1.303997299,2,0.696002701,1
mgz,0.854716912,0.113779935,0.022286839,0.00680847,0.002294492,0.000105331,8.02E-06,1,1.188531776,2,0.811468224,1
mha,0.573768495,0.264714757,0.092864922,0.042956731,0.023266301,0.002141068,0.000287726,1,1.684811692,1,-0.684811692,0
mhb,0.491831982,0.290999306,0.11680026,0.059592768,0.036246943,0.003923665,0.000605077,1,1.871614685,4,2.128385315,3
mhc,0.390577802,0.309440514,0.146618952,0.084513563,0.059526303,0.007877565,0.001445301,1,2.14238395,4,1.85761605,3
mhe,0.265054617,0.304180559,0.180002023,0.122447531,0.105700485,0.018334383,0.004280401,2,2.571683461,2,-0.571683461,0
mhf,0.37909409,0.310396063,0.149928068,0.087659827,0.06281871,0.008509691,0.001593551,1,2.17661628,5,2.82338372,4
mhg,0.012965422,0.06411617,0.099799819,0.144078754,0.335604913,0.191860889,0.151574031,5,4.907120358,7,2.092879642,2
mhi,0.982877155,0.015369504,0.001436878,0.000264105,5.13E-05,9.91E-07,3.85E-08,1,1.019246076,1,-0.019246076,0
mhj,0.102274075,0.218178644,0.192004512,0.176723888,0.224165113,0.063261857,0.023391912,5,3.485680538,6,2.514319462,1
mhk,0.926079055,0.061679422,0.009235532,0.002340993,0.000642243,2.15E-05,1.27E-06,1,1.089857491,1,-0.089857491,0
mhl,0.883509693,0.093467918,0.016682639,0.004776133,0.001497716,6.16E-05,4.30E-06,1,1.147486264,1,-0.147486264,0
mhm,0.938924045,0.051640483,0.007220016,0.001745689,0.000454943,1.40E-05,7.82E-07,1,1.073212255,1,-0.073212255,0
mhn,0.485600888,0.292610205,0.118643288,0.060983543,0.03742222,0.004100804,0.000639053,1,1.886874629,1,-0.886874629,0
mho,0.957462368,0.03674011,0.004541549,0.001009166,0.000240071,6.42E-06,3.20E-07,1,1.049844987,1,-0.049844987,0
mhp,0.472119329,0.295894988,0.12263471,0.06405533,0.040068191,0.004508689,0.000718763,1,1.920459187,2,0.079540813,1
mhq,0.027179715,0.103816412,0.135307553,0.169455175,0.324268671,0.148705014,0.09126746,5,4.471001557,5,0.528998443,0
mhr,0.909570159,0.07426778,0.011992764,0.003202814,0.000930314,3.40E-05,2.16E-06,1,1.111766013,1,-0.111766013,0
mhs,0.629223291,0.241972841,0.077224311,0.033361518,0.016680588,0.001370036,0.000167413,1,1.571083034,1,-0.571083034,0
mht,0.581956459,0.261596437,0.090520198,0.041457909,0.022193825,0.002008924,0.000266249,1,1.667427972,5,3.332572028,4
mhu,0.878915824,0.096770853,0.0175485,0.005079883,0.001612573,6.76E-05,4.79E-06,1,1.153924416,1,-0.153924416,0
mhw,0.987559879,0.011278743,0.000963717,0.000166716,3.04E-05,5.29E-07,1.90E-08,1,1.01383067,1,-0.01383067,0
mhx,0.893878651,0.085923949,0.014770219,0.004119448,0.001255025,4.94E-05,3.33E-06,1,1.133109701,1,-0.133109701,0
mhy,0.890130887,0.088664965,0.015454612,0.004352158,0.00134012,5.36E-05,3.66E-06,1,1.138281095,2,0.861718905,1
mhz,0.409770959,0.307289936,0.141033347,0.07940276,0.054355007,0.006920427,0.001227564,1,2.086952458,3,0.913047542,2
mia,0.333508614,0.311552896,0.162702274,0.10080367,0.0775329,0.011548176,0.00235147,1,2.321349756,6,3.678650244,5
mib,0.782344919,0.160876363,0.038019054,0.013254446,0.005180985,0.000297173,2.71E-05,1,1.299049969,1,-0.299049969,0
mic,0.426458874,0.30488079,0.136135176,0.075108235,0.050173425,0.006178765,0.001064735,1,2.040451779,2,-0.040451779,1
mid,0.033197306,0.117491517,0.145352778,0.174654633,0.315881314,0.13579338,0.077629072,5,4.340427559,3,-1.340427559,-2
mie,0.636032233,0.238924584,0.07534669,0.032271767,0.015975112,0.001293431,0.000156182,1,1.557737963,1,-0.557737963,0
mif,0.944961725,0.046843331,0.006315872,0.001489472,0.000377822,1.12E-05,6.03E-07,1,1.065514273,1,-0.065514273,0
mig,0.888512244,0.089843767,0.01575261,0.004454292,0.001377787,5.55E-05,3.81E-06,1,1.140523318,2,0.859476682,1
mih,0.88501912,0.092377417,0.016400593,0.00467804,0.001460968,5.97E-05,4.15E-06,1,1.14538005,2,0.85461995,1
mii,0.472972685,0.29569531,0.122381966,0.063858335,0.03989642,0.004481832,0.000713453,1,1.918309804,1,-0.918309804,0
mij,0.645510456,0.234591006,0.072750449,0.030786277,0.015027695,0.001192505,0.000141612,1,1.539373713,2,0.460626287,1
mik,0.091455017,0.206745963,0.189067824,0.179272312,0.236401801,0.069948877,0.027108205,5,3.580699368,2,-1.580699368,-3
mil,0.866145477,0.105827832,0.020012844,0.005965276,0.001956086,8.61E-05,6.35E-06,1,1.172042462,1,-0.172042462,0
mim,0.857459601,0.111884619,0.021735383,0.006601753,0.002210559,0.000100491,7.59E-06,1,1.184550902,1,-0.184550902,0
mio,0.691899793,0.211899712,0.060362695,0.024034524,0.010933978,0.000783726,8.56E-05,1,1.452896645,1,-0.452896645,0
mip,0.42490838,0.305125136,0.136591531,0.075501433,0.050550198,0.006244395,0.001078928,1,2.04470883,2,-0.04470883,1
miq,0.847069011,0.119021675,0.023843189,0.007399411,0.002537769,0.000119637,9.31E-06,1,1.199711391,1,-0.199711391,0
mir,0.697911578,0.20878271,0.058799157,0.023221491,0.010465228,0.000739946,7.99E-05,1,1.442085478,1,-0.442085478,0
mit,0.336577234,0.311614813,0.161865364,0.099886172,0.076452735,0.011313324,0.002290358,1,2.311123764,3,0.688876236,2
miu,0.426722041,0.304838906,0.136057697,0.075041615,0.050109708,0.006167689,0.001062344,1,2.039730487,2,-0.039730487,1
miw,0.818806845,0.137845533,0.029821321,0.009768136,0.003558994,0.000183792,1.54E-05,1,1.242039794,1,-0.242039794,0
mix,0.831516069,0.129486453,0.027090083,0.008666951,0.003075438,0.000152634,1.24E-05,1,1.222806626,1,-0.222806626,0
miy,0.627079408,0.242921309,0.077817617,0.033708576,0.01690711,0.001394892,0.000171089,1,1.5753117,1,-0.5753117,0
miz,0.774089106,0.165895918,0.039945292,0.014111505,0.005599337,0.000328396,3.04E-05,1,1.312343016,1,-0.312343016,0
mjc,0.791830143,0.155020402,0.035837015,0.012300699,0.00472424,0.000263968,2.35E-05,1,1.283954526,1,-0.283954526,0
mjd,0.008277516,0.047170657,0.080978934,0.126543655,0.329501279,0.212773427,0.194754532,5,5.139158933,5,-0.139158933,0
mje,0.009559789,0.052107767,0.086746213,0.13221962,0.332372143,0.206573126,0.180421343,5,5.067141309,7,1.932858691,2
mjg,0.473771296,0.295507423,0.122145442,0.063674292,0.039736202,0.004456828,0.000708517,1,1.916301232,3,1.083698768,2
mjh,0.789799942,0.156281798,0.036301217,0.01250206,0.004819884,0.000270842,2.43E-05,1,1.2871697,2,0.7128303,1
mji,0.92669356,0.061204157,0.009136408,0.00231099,0.000632556,2.11E-05,1.25E-06,1,1.089053061,1,-0.089053061,0
mjj,0.456420348,0.299365391,0.127284264,0.067741584,0.043335596,0.00502944,0.000823378,1,1.960588518,4,2.039411482,3
mjl,0.9846382,0.013838026,0.001254252,0.000225771,4.29E-05,8.00E-07,3.02E-08,1,1.017199706,1,-0.017199706,0
mjm,0.654623137,0.230326416,0.070274191,0.029392351,0.014153768,0.001101439,0.000128699,1,1.521946309,1,-0.521946309,0
mjn,0.809097103,0.144116059,0.031953202,0.010649081,0.003956189,0.000210349,1.80E-05,1,1.256954313,1,-0.256954313,0
mjo,0.661898774,0.226853129,0.068311593,0.028303368,0.013481299,0.001032727,0.00011911,1,1.50818991,1,-0.50818991,0
mjp,0.692149498,0.211771039,0.06029755,0.024000474,0.01091424,0.000781869,8.53E-05,1,1.452445844,1,-0.452445844,0
mjq,0.043689862,0.138482326,0.158931033,0.179969362,0.300393799,0.117670351,0.060863267,5,4.151359029,6,1.848640971,1
mjr,0.003756012,0.026917677,0.054152834,0.096315982,0.301749082,0.237397939,0.279710474,5,5.496420159,2,-3.496420159,-3
mjs,0.819449831,0.137426761,0.029681511,0.009711012,0.00353355,0.00018212,1.52E-05,1,1.241058909,1,-0.241058909,0
mjt,0.831650063,0.129397404,0.027061655,0.008655655,0.003070555,0.000152326,1.23E-05,1,1.222605582,1,-0.222605582,0
mju,0.906414473,0.076635596,0.012539561,0.003379615,0.000991573,3.68E-05,2.37E-06,1,1.116018137,5,3.883981863,4
mjv,0.769080019,0.168906316,0.041125982,0.014643768,0.00586282,0.000348442,3.27E-05,1,1.320478989,2,0.679521011,1
mjw,0.98521339,0.013336055,0.001195785,0.000213687,4.03E-05,7.42E-07,2.78E-08,1,1.016533816,1,-0.016533816,0
mjx,0.852066077,0.115603974,0.022823201,0.007010877,0.002377268,0.000110152,8.45E-06,1,1.19239355,2,0.80760645,1
mjz,0.792958934,0.154317183,0.035579594,0.012189396,0.004671556,0.000260199,2.31E-05,1,1.282170605,2,0.717829395,1
mka,0.33453113,0.311575879,0.162423842,0.100497424,0.077171429,0.011469377,0.00233092,1,2.317933953,2,-0.317933953,1
mkb,0.868696934,0.104032836,0.019513884,0.005783574,0.001884568,8.22E-05,6.01E-06,1,1.16839663,2,0.83160337,1
mkc,0.760360884,0.174083014,0.043202262,0.015592411,0.006339231,0.00038541,3.68E-05,1,1.334769472,1,-0.334769472,0
mkd,0.957123538,0.037017153,0.004587779,0.001021263,0.000243417,6.52E-06,3.26E-07,1,1.050264746,1,-0.050264746,0
mke,0.929351136,0.059143068,0.008710769,0.002182981,0.000591507,1.94E-05,1.13E-06,1,1.085583407,1,-0.085583407,0
mkf,0.864303626,0.107119127,0.020375038,0.00609793,0.00200862,8.91E-05,6.60E-06,1,1.174682365,1,-0.174682365,0
mkg,0.340289906,0.311661613,0.160847618,0.098782381,0.075164245,0.011035617,0.002218621,1,2.298850781,3,0.701149219,2
mki,0.959059875,0.035431413,0.004325073,0.000952844,0.000224589,5.91E-06,2.91E-07,1,1.047869768,1,-0.047869768,0
mkk,0.860696775,0.109636994,0.021089125,0.006361309,0.002113715,9.50E-05,7.11E-06,1,1.179871552,1,-0.179871552,0
mkl,0.931905959,0.057152874,0.008306319,0.002062609,0.000553336,1.79E-05,1.03E-06,1,1.082262232,1,-0.082262232,0
mkn,0.800960037,0.14929402,0.033768956,0.011413829,0.00430812,0.00023456,2.05E-05,1,1.269601569,1,-0.269601569,0
mko,0.716760583,0.198752967,0.053964374,0.020762775,0.009080691,0.00061459,6.40E-05,1,1.408749877,1,-0.408749877,0
mkp,0.81897413,0.137736623,0.02978493,0.00975326,0.003552364,0.000183356,1.53E-05,1,1.241784517,1,-0.241784517,0
mkr,0.739288481,0.186260418,0.048327051,0.018001984,0.007587184,0.000486408,4.85E-05,1,1.369992091,1,-0.369992091,0
mks,0.885004584,0.092387931,0.016403304,0.004678981,0.001461319,5.97E-05,4.15E-06,1,1.145400311,1,-0.145400311,0
mkt,0.082572976,0.196464194,0.185885187,0.180972053,0.247057707,0.076235161,0.030812723,5,3.665433696,4,0.334566304,-1
mku,0.954323687,0.03929943,0.004973919,0.001123227,0.000271889,7.47E-06,3.80E-07,1,1.053744128,1,-0.053744128,0
mkw,0.988180129,0.010732252,0.000904205,0.000154947,2.80E-05,4.79E-07,1.70E-08,1,1.013119886,1,-0.013119886,0
mkx,0.693695941,0.210972618,0.059894492,0.023790143,0.01079252,0.000770444,8.38E-05,1,1.44965738,2,0.55034262,1
mkz,0.835960428,0.126522604,0.026151319,0.008295751,0.002915818,0.000142649,1.14E-05,1,1.216157597,1,-0.216157597,0
mla,0.381249241,0.310236146,0.149309234,0.08706431,0.062189024,0.008387434,0.001564611,1,2.170128473,1,-1.170128473,0
mlb,0.312182038,0.310522576,0.168398797,0.1073087,0.08543787,0.013323685,0.002826334,1,2.394574179,2,-0.394574179,1
mlc,0.721787983,0.196012526,0.05269268,0.020129978,0.008732549,0.000584036,6.02E-05,1,1.399999687,1,-0.399999687,0
mle,0.845599647,0.120021485,0.024145299,0.007515391,0.002586082,0.000122526,9.57E-06,1,1.201872635,1,-0.201872635,0
mlf,0.852676137,0.11518487,0.022699471,0.006964068,0.002358073,0.00010903,8.35E-06,1,1.191503567,1,-0.191503567,0
mlh,0.948234783,0.044220812,0.00583813,0.001357072,0.000338905,9.78E-06,5.17E-07,1,1.061375915,2,0.938624085,1
mli,0.529354082,0.280107221,0.10575215,0.051598597,0.029762424,0.002992229,0.000433298,1,1.783017941,1,-0.783017941,0
mlj,0.395634082,0.308940131,0.145153515,0.08314927,0.058124706,0.00761382,0.001384476,1,2.12756975,4,1.87243025,3
mlk,0.657658467,0.228884744,0.069453826,0.028935462,0.013870527,0.001072351,0.000124623,1,1.516190386,1,-0.516190386,0
mll,0.488234046,0.291936533,0.117864272,0.060393599,0.036921966,0.004025099,0.000624484,1,1.88040614,2,0.11959386,1
mlm,0.586143082,0.259969252,0.089325633,0.040702679,0.021659518,0.001944015,0.000255821,1,1.658621627,2,0.341378373,1
mln,0.841800082,0.122596032,0.024931057,0.007818949,0.002713392,0.000130213,1.03E-05,1,1.207481276,1,-0.207481276,0
mlo,0.68547946,0.215184415,0.062043585,0.024918335,0.011449571,0.000832634,9.20E-05,1,1.464540044,2,0.535459956,1
mlp,0.916364585,0.069128296,0.010836521,0.002835202,0.000805213,2.84E-05,1.76E-06,1,1.102680469,2,0.897319531,1
mlq,0.970015071,0.026339752,0.002911201,0.000599365,0.00013139,3.08E-06,1.39E-07,1,1.034502052,1,-0.034502052,0
mlr,0.810409547,0.143274329,0.031662804,0.010527996,0.003901067,0.000206613,1.76E-05,1,1.254927119,1,-0.254927119,0
mls,0.903748968,0.07862624,0.013006128,0.003531926,0.00104489,3.93E-05,2.56E-06,1,1.119625629,1,-0.119625629,0
mlu,0.835270376,0.126984173,0.02629651,0.008352913,0.002940284,0.000144169,1.16E-05,1,1.217187357,1,-0.217187357,0
mlw,0.848442854,0.118084748,0.023561614,0.007291683,0.002493058,0.000116977,9.07E-06,1,1.19769454,1,-0.19769454,0
mlz,0.682906637,0.216487847,0.062720333,0.025277024,0.011660599,0.000852876,9.47E-05,1,1.469234463,1,-0.469234463,0
mma,0.931069326,0.057805563,0.008438248,0.002101736,0.000565697,1.84E-05,1.06E-06,1,1.08334827,1,-0.08334827,0
mmb,0.388840578,0.309601297,0.147121316,0.084985265,0.060014544,0.007970192,0.001466808,1,2.147509707,2,-0.147509707,1
mmc,0.687731743,0.214037331,0.06145263,0.024606459,0.011266917,0.000815219,8.97E-05,1,1.460443937,1,-0.460443937,0
mmd,0.575201306,0.264175234,0.092453831,0.042692364,0.023075967,0.002117437,0.000283861,1,1.681754206,2,0.318245794,1
mme,0.567196163,0.267155863,0.094754738,0.044180796,0.024154084,0.002252303,0.000306054,1,1.6989219,1,-0.6989219,0
mmf,0.783580378,0.160119004,0.037732943,0.013128348,0.005120059,0.000292689,2.66E-05,1,1.297073088,1,-0.297073088,0
mmg,0.803275809,0.147827528,0.033249538,0.011193723,0.004206165,0.000227482,1.98E-05,1,1.26598837,1,-0.26598837,0
mmh,0.249938707,0.300822176,0.18333493,0.127506775,0.11314538,0.020344383,0.00490765,2,2.633761693,1,-1.633761693,-1
mmi,0.695473689,0.210051515,0.059431975,0.0235495,0.010653696,0.000757469,8.22E-05,1,1.44645903,1,-0.44645903,0
mmj,0.79891816,0.150582359,0.034228679,0.011609527,0.004399214,0.000240926,2.11E-05,1,1.272796593,3,1.727203407,2
mmk,0.889838874,0.088877852,0.015508265,0.004370511,0.001346875,5.39E-05,3.69E-06,1,1.138685216,1,-0.138685216,0
mml,0.247171655,0.300131041,0.183919446,0.128442363,0.114564251,0.020737967,0.005033277,2,2.645443524,1,-1.645443524,-1
mmm,0.349626619,0.311645651,0.158264676,0.096037011,0.072010606,0.010367119,0.002048318,1,2.268453964,2,-0.268453964,1
mmn,0.648911621,0.233010513,0.071823908,0.030262101,0.014697338,0.001157848,0.000136671,1,1.532843252,1,-0.532843252,0
mmo,0.818965044,0.137742539,0.029786906,0.009754067,0.003552724,0.000183379,1.53E-05,1,1.241798381,1,-0.241798381,0
mmp,0.554850081,0.271590225,0.098322144,0.046531171,0.025888705,0.002474377,0.000343298,1,1.725814515,2,0.274185485,1
mmq,0.785648521,0.158847584,0.037255261,0.012918517,0.005019038,0.000285291,2.58E-05,1,1.293770995,1,-0.293770995,0
mmr,0.886455014,0.091337622,0.016133428,0.004585515,0.001426461,5.80E-05,4.01E-06,1,1.14338067,1,-0.14338067,0
mmu,0.832132374,0.129076715,0.02695939,0.008615047,0.003053014,0.000151222,1.22E-05,1,1.221882229,2,0.778117771,1
mmv,0.073749873,0.185340273,0.181888275,0.182189205,0.258216206,0.083354318,0.035261849,5,3.756891948,6,2.243108052,1
mmx,0.866858307,0.10532707,0.019873118,0.005914271,0.001935958,8.50E-05,6.25E-06,1,1.171022581,2,0.828977419,1
mmy,0.838267111,0.124975976,0.025667502,0.008105928,0.002834874,0.000137645,1.10E-05,1,1.212722268,1,-0.212722268,0
mna,0.833766777,0.127988148,0.026613599,0.008478069,0.002993998,0.00014752,1.19E-05,1,1.219434478,1,-0.219434478,0
mnb,0.926507853,0.061347836,0.009166336,0.002320041,0.000635476,2.12E-05,1.26E-06,1,1.089296079,2,0.910703921,1
mnc,0.040233427,0.131913026,0.154910969,0.178625988,0.305527879,0.123135251,0.06565346,5,4.209321459,5,0.790678541,0
mnd,0.045971469,0.142654778,0.161379099,0.180680411,0.297014382,0.114291561,0.058008299,5,4.115019339,5,0.884980661,0
mne,0.942652827,0.048683956,0.006658194,0.001585633,0.000406496,1.22E-05,6.68E-07,1,1.068448364,1,-0.068448364,0
mnf,0.908213123,0.075287491,0.012227156,0.003278374,0.000956411,3.52E-05,2.25E-06,1,1.113592049,1,-0.113592049,0
mng,0.878586483,0.097006726,0.017611002,0.00510196,0.001620983,6.80E-05,4.82E-06,1,1.154387593,1,-0.154387593,0
mnh,0.979218981,0.018526371,0.001832439,0.000349892,7.08E-05,1.46E-06,5.96E-08,1,1.023531769,1,-0.023531769,0
mni,0.993075093,0.006374491,0.000465821,7.26E-05,1.19E-05,1.72E-07,5.39E-09,1,1.007572136,1,-0.007572136,0
mnj,0.705002735,0.205054984,0.056968101,0.022280465,0.00992941,0.00069072,7.36E-05,1,1.429445333,1,-0.429445333,0
mnk,0.988320795,0.01060815,0.00089082,0.000152317,2.74E-05,4.68E-07,1.65E-08,1,1.012958914,1,-0.012958914,0
mnl,0.559790089,0.269839784,0.096892104,0.045582699,0.025183978,0.002383406,0.000327938,1,1.714992665,2,0.285007335,1
mnm,0.6074873,0.251334873,0.083284435,0.036968275,0.019077841,0.001639282,0.000207994,1,1.614564304,1,-0.614564304,0
mnn,0.783658559,0.160071023,0.037714856,0.013120387,0.005116219,0.000292407,2.65E-05,1,1.296948098,1,-0.296948098,0
mnq,0.148198362,0.25622075,0.196504649,0.162709524,0.180015293,0.042894329,0.013457092,2,3.152633992,2,-1.152633992,0
mnr,0.028116885,0.106040241,0.137009305,0.170403829,0.32301585,0.146541632,0.088872257,5,4.449275442,4,-0.449275442,-1
mns,0.395235833,0.308981283,0.145269108,0.083256261,0.05823406,0.007634282,0.001389173,1,2.12873097,3,0.87126903,2
mnu,0.208926161,0.287927703,0.191000518,0.141616775,0.136164534,0.027157749,0.00720656,2,2.818465305,2,-0.818465305,0
mnv,0.727188029,0.193038521,0.051335351,0.019460988,0.008368222,0.000552493,5.64E-05,1,1.390665918,1,-0.390665918,0
mnw,0.871264808,0.102218985,0.019015001,0.005603121,0.001814055,7.83E-05,5.68E-06,1,1.164740405,1,-0.164740405,0
mnx,0.653435221,0.23088776,0.070595862,0.029572166,0.014265677,0.001112989,0.000130324,1,1.524205584,1,-0.524205584,0
mny,0.924218294,0.063115565,0.009537274,0.002432763,0.000672025,2.27E-05,1.36E-06,1,1.092298259,1,-0.092298259,0
mnz,0.851443637,0.116031165,0.02294962,0.007058776,0.002396941,0.000111305,8.56E-06,1,1.193302356,1,-0.193302356,0
